City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
183,aasiaat,68.7098,-52.8699,268.41,95,100,7.01,GL,1702249005
184,chitipa,-9.7024,33.2697,291.74,95,94,2.46,MW,1702249006
185,luderitz,-26.6481,15.1594,290.84,67,1,8.84,NA,1702249006
186,rabo de peixe,37.8,-25.5833,290.92,99,40,5.66,PT,1702249007
187,preobrazheniye,42.9019,133.9064,261.61,53,33,3.29,RU,1702249007
188,haiku-pauwela,20.9219,-156.3051,304.16,45,40,1.54,US,1702248820
189,udachny,66.4167,112.4,245.62,75,100,5.53,RU,1702249009
190,rajapolah,-7.221,108.1896,294.64,97,94,1.16,ID,1702249009
191,camocim,-2.9022,-40.8411,300.17,73,78,7.69,BR,1702249010
192,oppdal,62.5943,9.6912,263.29,88,73,4.52,NO,1702249010
193,sogndal,61.2283,7.1003,273.36,74,67,5.14,NO,1702249011
194,port alfred,-33.5906,26.891,289.92,93,27,1.74,ZA,1702249012
195,neiafu,-18.65,-173.9833,301.53,69,40,4.12,TO,1702249012
196,port saint john's,-31.6229,29.5448,291.26,85,100,1.25,ZA,1702249013
197,ghat,24.9647,10.1728,287.61,57,95,3.47,LY,1702249014
198,dezhou,37.4486,116.2925,269.03,91,100,5.7,CN,1702249014
199,mahina,-17.5065,-149.489,303.02,66,75,4.12,PF,1702249015
200,umarkhed,19.6,77.7,290.89,64,7,0.93,IN,1702249015
201,oranjemund,-28.55,16.4333,289.22,92,0,4.02,NA,1702248840
202,anadyr,64.75,177.4833,246.48,75,20,5.0,RU,1702249017
203,uzgen,40.7699,73.3007,272.31,74,100,2.55,KG,1702249017
204,porto velho,-8.7619,-63.9039,301.18,78,20,0.51,BR,1702249018
205,oyama,36.3,139.8,286.81,72,100,2.79,JP,1702249019
206,minas de marcona,-15.2119,-75.1103,290.38,71,80,5.8,PE,1702249019
207,mejit,10.2753,170.8646,300.66,74,97,9.51,MH,1702249020
208,livingstone,-17.8419,25.8543,294.48,81,100,2.48,ZM,1702249020
209,zeya,53.75,127.2667,247.31,76,5,2.44,RU,1702249021
210,fuglafjordur,62.244,-6.814,280.41,91,100,7.09,FO,1702249022
211,xinzhi,36.4989,111.7047,269.77,94,93,1.78,CN,1702249023
212,dawson creek,55.7666,-120.2362,277.95,48,0,9.77,CA,1702249023
213,acajutla,13.5928,-89.8275,302.17,68,2,2.12,SV,1702249024
214,burang,30.25,81.1667,260.05,42,2,1.51,CN,1702249024
215,altagracia de orituco,9.8601,-66.3814,296.75,86,54,2.38,VE,1702249025
216,torbat-e heydariyeh,35.274,59.2195,279.48,51,0,0.56,IR,1702249026
217,midland,31.9974,-102.0779,284.53,22,0,8.75,US,1702249022
218,brejo santo,-7.4933,-38.9872,306.28,32,80,1.24,BR,1702249027
219,santiago de cao,-7.9589,-79.2392,294.22,78,0,5.66,PE,1702249028
220,ataq,14.5377,46.8319,288.36,29,5,1.9,YE,1702249029
221,newman,37.3138,-121.0208,290.5,54,100,3.13,US,1702248984
222,ramona,33.0417,-116.8681,298.39,21,13,1.34,US,1702249030
223,prainha,-1.8,-53.48,300.4,71,94,1.01,BR,1702249031
224,al ghayzah,16.2079,52.176,296.2,63,13,2.17,YE,1702249031
225,turpan,42.9333,89.1667,272.49,75,80,0.49,CN,1702249032
226,beinamar,8.6698,15.3813,296.06,23,1,1.92,TD,1702249033
227,dakhla,23.6848,-15.958,295.22,42,33,5.47,EH,1702249033
228,kone,-21.0595,164.8658,302.49,41,96,2.56,NC,1702249034
229,katsuren-haebaru,26.3369,127.8719,295.16,88,75,3.09,JP,1702249035
230,puerto aysen,-45.4,-72.7,285.51,99,100,2.23,CL,1702249035
231,antigonish,45.6169,-61.9986,279.16,93,100,0.45,CA,1702249036
232,zhumysker,49.3333,49.4,262.81,76,60,6.54,KZ,1702249037
233,machali,-34.1833,-70.6667,298.75,41,0,5.66,CL,1702249037
234,shimoda,34.6667,138.95,285.99,62,100,2.58,JP,1702248859
235,at taj,24.2049,23.2857,285.35,55,0,4.15,LY,1702249039
236,howrah,22.5892,88.3103,289.15,88,0,0.0,IN,1702249039
237,vila velha,-20.3297,-40.2925,297.56,81,75,2.24,BR,1702249040
238,panaba,21.2833,-88.2667,296.5,87,100,8.97,MX,1702249041
239,crane,31.3974,-102.3501,284.98,20,2,4.06,US,1702249041
240,byron bay,-28.65,153.6167,300.21,54,68,3.9,AU,1702249042
241,mollendo,-17.0231,-72.0147,293.54,79,13,2.27,PE,1702249043
242,inari,68.906,27.0288,258.26,92,95,4.14,FI,1702249043
243,norilsk,69.3535,88.2027,246.16,98,100,2.69,RU,1702249044
244,sokoni,-6.4333,39.55,300.56,77,86,3.76,TZ,1702249044
245,alderetes,-26.8167,-65.1333,299.1,65,20,2.57,AR,1702249045
246,lihue,21.9789,-159.3672,300.02,76,20,4.12,US,1702249046
247,dwarka,22.2394,68.9678,295.33,55,5,2.98,IN,1702249046
248,wailua homesteads,22.0669,-159.378,299.68,77,20,4.12,US,1702249047
249,barra de santo antonio,-9.4047,-35.5072,298.75,77,25,4.73,BR,1702249048
250,katsuura,35.1333,140.3,287.41,81,97,2.76,JP,1702249048
251,nealtican,19.05,-98.4167,287.63,63,100,3.87,MX,1702249049
252,bardai,11.65,7.2333,292.0,26,39,4.52,NG,1702249050
253,armyansk,46.1092,33.6921,278.83,91,100,2.99,UA,1702249050
254,shache,38.4167,77.2406,272.29,50,39,2.76,CN,1702249051
255,mareeba,-17.0,145.4333,301.2,68,41,2.56,AU,1702249052
256,malango,-2.9627,119.9001,294.46,93,99,1.04,ID,1702249052
257,vakarai,55.6035,23.8213,271.44,97,100,5.25,LT,1702249053
258,ploneour-lanvern,47.9,-4.2833,286.33,94,100,4.63,FR,1702249053
259,price,39.5994,-110.8107,275.74,30,0,2.57,US,1702249024
260,ingeniero guillermo n. juarez,-23.9,-61.85,298.02,60,89,2.15,AR,1702249055
261,i-n-salah,27.1935,2.4607,287.53,52,8,5.5,DZ,1702249055
262,porbandar,21.6422,69.6093,294.39,44,5,3.8,IN,1702249056
263,kiruna,67.8557,20.2251,260.66,85,100,4.12,SE,1702248759
264,gadzhiyevo,69.2551,33.3362,260.13,88,94,7.39,RU,1702248828
265,port lincoln,-34.7333,135.8667,290.35,92,100,8.28,AU,1702249059
266,esmeraldas,-19.7625,-44.3139,300.63,75,66,5.02,BR,1702249059
267,manokwari,-0.8667,134.0833,300.0,77,100,1.65,ID,1702249060
268,nova borova,50.693,28.6345,273.23,92,100,3.47,UA,1702249061
269,adrar,20.5022,-10.0711,291.61,22,45,6.0,MR,1702249061
270,recani,31.2846,-4.2688,289.22,43,15,1.39,MA,1702248922
271,yamba,-5.9,22.3,294.08,95,98,0.64,CD,1702249062
272,cabedelo,-6.9811,-34.8339,300.52,72,37,3.17,BR,1702249063
273,pitoa,9.3833,13.5333,297.91,22,0,1.45,CM,1702249064
274,port elizabeth,-33.918,25.5701,287.77,92,0,1.54,ZA,1702248903
275,leh,34.1667,77.5833,263.85,38,83,1.69,IN,1702249065
276,petauke,-14.2426,31.3253,297.52,52,70,3.79,ZM,1702249065
277,faya-largeau,17.9257,19.1043,293.61,31,1,8.41,TD,1702248904
278,buala,-8.145,159.5921,302.27,69,71,0.78,SB,1702249067
279,kerikeri,-35.2268,173.9474,294.77,77,85,0.45,NZ,1702249067
280,canutama,-6.5339,-64.3831,301.75,65,99,0.59,BR,1702249068
281,mutuali,-14.8706,37.0044,297.33,69,64,1.74,MZ,1702249069
282,muborak,39.2553,65.1528,281.61,46,79,2.14,UZ,1702249069
283,akjoujt,19.6969,-14.4164,296.51,15,0,5.54,MR,1702249070
284,mont-dore,-22.2833,166.5833,302.14,99,99,6.7,NC,1702249071
285,cabinda,-5.55,12.2,301.23,83,100,1.54,AO,1702249071
286,xilin hot,43.9667,116.0333,256.0,79,100,3.11,CN,1702249072
287,san pedro pochutla,15.7333,-96.4667,301.76,61,35,2.34,MX,1702249072
288,palu,-0.8917,119.8707,298.98,87,100,0.69,ID,1702249073
289,west melbourne,28.0717,-80.6534,299.25,73,20,4.63,US,1702248968
290,fale old settlement,-9.3852,-171.2468,301.92,78,100,6.03,TK,1702249075
291,shelburne,44.0787,-80.2041,275.24,96,100,4.09,CA,1702249076
292,egilsstadir,65.2653,-14.3948,267.1,100,100,1.54,IS,1702249076
293,smirnykh,49.75,142.8333,256.58,82,34,3.66,RU,1702249078
294,gao,16.6362,1.637,293.42,19,19,7.0,ML,1702249078
295,krasnyy chikoy,50.3643,108.7512,243.9,99,27,0.45,RU,1702249079
296,slave lake,55.2834,-114.769,273.14,74,40,6.17,CA,1702248904
297,sandnessjoen,66.0217,12.6316,272.27,64,75,2.06,NO,1702249080
298,san jose,37.3394,-121.895,291.65,49,75,14.31,US,1702248916
299,dazhou,31.2159,107.5009,284.75,78,100,2.49,CN,1702249081
300,tobelo,1.7284,128.0095,300.59,78,80,1.0,ID,1702249082
301,mil'kovo,55.6078,37.7956,264.45,94,100,4.82,RU,1702249083
302,castillos,-34.1667,-53.8333,289.52,93,10,3.04,UY,1702249083
303,ocean pines,38.3954,-75.1557,291.23,96,100,4.63,US,1702249084
304,fengxiang,47.5833,130.8333,248.52,86,3,2.61,CN,1702249085
305,san salvador de jujuy,-24.1946,-65.2971,293.89,89,100,0.51,AR,1702248908
306,borogontsy,62.6683,131.1683,241.59,94,100,3.47,RU,1702249086
307,waingapu,-9.6567,120.2641,300.81,78,84,2.79,ID,1702249087
308,murghob,38.1702,73.9667,254.75,65,26,1.88,TJ,1702249088
309,alaghsas,17.0187,8.0168,290.28,23,0,5.91,NE,1702249089
310,kingston,17.997,-76.7936,302.68,71,20,9.26,JM,1702248892
311,lospalos,-8.5186,127.0025,299.06,74,99,1.07,TL,1702249090
312,khanty-mansiysk,61.0042,69.0019,232.21,66,20,1.0,RU,1702249091
313,tongliao,43.6125,122.2653,258.41,78,100,2.87,CN,1702249092
314,ust'-kulom,61.6864,53.6902,242.53,99,99,1.4,RU,1702249093
315,stockton,37.9577,-121.2908,287.76,59,0,2.57,US,1702249093
316,naifaru,5.4444,73.3657,301.22,77,97,2.52,MV,1702249094
317,kasane,-17.8167,25.15,295.05,73,100,1.42,BW,1702249095
318,taulaga,-11.0553,-171.0883,301.1,78,100,6.43,AS,1702249095
319,myeik,12.4333,98.6,297.82,91,26,1.65,MM,1702249096
320,guelmim,28.987,-10.0574,291.34,32,0,3.6,MA,1702249097
321,varna,43.2167,27.9167,276.23,87,100,2.57,BG,1702249058
322,hasaki,35.7333,140.8333,285.53,69,99,2.07,JP,1702249098
323,salalah,17.0151,54.0924,295.95,38,16,3.3,OM,1702249099
324,clarinda,40.7419,-95.0383,279.01,45,0,1.54,US,1702248879
325,yarmouth,41.7057,-70.2286,288.51,96,100,4.47,US,1702248931
326,puerto madryn,-42.7692,-65.0385,296.65,31,31,12.02,AR,1702248954
327,bonthe,7.5264,-12.505,300.01,80,48,3.12,SL,1702249102
328,invercargill,-46.4,168.35,289.03,48,51,6.42,NZ,1702249103
329,oroqen zizhiqi,50.5667,123.7167,245.95,89,4,1.73,CN,1702249103
330,margate,51.3813,1.3862,284.32,78,1,7.15,GB,1702249104
331,puerto cabezas,14.0351,-83.3888,301.13,94,75,2.06,NI,1702249105
332,hithadhoo,-0.6,73.0833,300.81,75,99,2.34,MV,1702249105
333,zyryanskoye,56.8306,86.6258,242.03,98,28,2.86,RU,1702249106
334,komotini,41.1228,25.3964,280.96,97,81,2.2,GR,1702249106
335,buka,40.8108,69.1986,276.42,59,100,1.95,UZ,1702249107
336,taghazout,30.5426,-9.7112,289.58,40,43,2.49,MA,1702249108
337,cidade velha,14.9167,-23.6167,298.41,57,0,4.63,CV,1702249108
338,kapuskasing,49.4169,-82.4331,267.2,86,100,3.09,CA,1702249109
339,korla,41.7597,86.1469,269.4,61,13,1.22,CN,1702249110
340,hluti,-27.2167,31.6167,290.68,95,100,1.19,SZ,1702249110
341,mana,5.6592,-53.7767,298.92,89,36,3.7,GF,1702249111
342,mitsamiouli,-11.3847,43.2844,301.01,78,100,5.9,KM,1702249112
343,nuku'alofa,-21.1333,-175.2,300.34,61,20,3.6,TO,1702248841
344,igarka,67.4667,86.5833,242.8,97,100,2.24,RU,1702248921
345,khor,47.8861,134.9464,249.55,86,56,7.68,RU,1702249113
346,bykovo,55.6361,38.0803,264.57,88,100,7.0,RU,1702249114
347,gizo,-8.103,156.8419,301.38,70,80,1.89,SB,1702249115
348,constantia,44.1833,28.65,273.54,85,49,4.06,RO,1702248923
349,pariaman,-0.619,100.12,299.18,90,91,1.25,ID,1702249116
350,fonte boa,-2.4959,-66.2662,300.26,79,97,0.66,BR,1702249116
351,lahij,13.1667,44.5833,293.61,79,3,1.81,YE,1702249117
352,okhansk,57.7186,55.3877,242.62,100,50,1.24,RU,1702249117
353,colares,38.7992,-9.4469,291.11,95,2,4.02,PT,1702249118
354,coruripe,-10.1256,-36.1756,298.97,73,3,5.73,BR,1702249119
355,odda,60.0691,6.5457,278.02,88,100,4.78,NO,1702249119
356,kabinda,-6.1333,24.4833,293.15,98,100,1.7,CD,1702249120
357,saint-denis,48.9167,2.3333,286.42,89,20,5.66,FR,1702248975
358,cockburn town,21.4612,-71.1419,299.13,69,40,7.72,TC,1702249009
359,correntina,-13.3433,-44.6367,301.1,43,76,0.92,BR,1702249122
360,flekkefjord,58.2971,6.6607,274.79,78,100,10.28,NO,1702249123
361,sumberpucung,-8.1586,112.4829,296.55,88,88,0.76,ID,1702249124
362,cromwell,41.5951,-72.6454,288.54,97,100,4.12,US,1702249124
363,ha'il,27.5219,41.6907,289.16,39,0,1.03,SA,1702249125
364,alice springs,-23.7,133.8833,287.9,55,75,7.72,AU,1702249125
365,rozhyshche,50.9154,25.2691,271.68,93,100,4.59,UA,1702249126
366,novodvinsk,64.4165,40.8122,257.01,91,100,5.03,RU,1702248966
367,ta`u,-14.2336,-169.5144,298.21,92,100,8.5,AS,1702249127
368,sao jose da coroa grande,-8.8978,-35.1478,299.23,75,52,4.66,BR,1702249128
369,cheremukhovo,60.3484,59.9851,239.16,100,100,0.76,RU,1702249129
370,tuy hoa,13.0833,109.3,294.81,90,31,2.0,VN,1702249129
371,murun-kuren,49.6342,100.1625,251.65,95,90,0.17,MN,1702249130
372,shumerlya,55.5005,46.4129,254.84,86,99,3.82,RU,1702249130
373,pisco,-13.7,-76.2167,296.18,64,0,4.63,PE,1702249131
374,es castell,39.8795,4.2854,288.53,100,0,2.57,ES,1702249132
375,juneau,58.3019,-134.4197,275.15,81,100,2.57,US,1702248905
376,morden,49.1919,-98.1014,265.07,93,73,2.06,CA,1702249133
377,maturin,9.75,-63.1767,297.39,86,26,2.69,VE,1702249029
378,isangel,-19.55,169.2667,301.21,54,75,2.57,VU,1702249134
379,gendt,51.88,5.9708,283.77,91,80,1.79,NL,1702249135
380,piti village,13.4626,144.6933,302.21,83,40,3.6,GU,1702249135
381,angaur state,6.906,134.13,301.86,77,90,5.55,PW,1702249136
382,anastasiyevskaya,45.2158,37.8926,283.43,92,88,1.87,RU,1702249137
383,sao vicente,-23.9631,-46.3919,297.25,49,100,3.58,BR,1702249137
384,guararema,-23.415,-46.035,295.23,88,100,1.09,BR,1702249138
385,chui,-33.6971,-53.4616,290.0,94,15,3.56,UY,1702249139
386,ocean shores,46.9737,-124.1563,284.23,98,100,2.57,US,1702249008
387,kamaishi,39.2667,141.8833,278.3,59,97,3.03,JP,1702248947
388,talavera,15.6167,120.9333,296.87,81,71,0.93,PH,1702249140
389,sidney,-33.8679,151.2073,301.1,72,40,2.57,AU,1702248852
390,jatiroto,-7.8833,111.1167,296.88,88,95,1.88,ID,1702249142
391,hadibu,12.65,54.0333,297.69,71,38,4.97,YE,1702249142
392,dhulikhel,27.6189,85.5529,279.9,82,1,1.18,NP,1702249143
393,gamba,-2.65,10.0,299.23,85,100,3.29,GA,1702248990
394,kruisfontein,-34.0033,24.7314,286.42,92,3,0.89,ZA,1702249144
395,hoi an,15.8794,108.335,298.13,90,87,1.9,VN,1702249145
396,sorong,-0.8833,131.25,301.11,76,100,1.25,ID,1702249146
397,tofol,5.3248,163.0078,302.03,74,75,4.12,FM,1702249146
398,darwin,-12.4611,130.8418,304.79,78,75,0.51,AU,1702249147
399,trondheim,63.4305,10.3951,273.18,88,27,3.21,NO,1702248934
400,ebon,4.582,168.6964,300.82,82,16,4.33,MH,1702249148
401,keetmanshoop,-26.5833,18.1333,295.66,26,0,3.6,NA,1702249149
402,fortaleza,-3.7227,-38.5247,301.52,77,20,4.12,BR,1702249149
403,avarua,-21.2078,-159.775,298.18,94,100,11.32,CK,1702249150
404,qarazhal,48.0078,70.7903,252.92,76,94,4.49,KZ,1702249151
405,badger,64.8,-147.5333,248.35,74,0,2.06,US,1702249151
406,berbera,10.4396,45.0143,297.81,73,0,2.31,SO,1702249152
407,kenora,49.8167,-94.4337,266.69,93,100,3.09,CA,1702249153
408,markovo,57.3206,107.0881,235.15,100,62,0.79,RU,1702249154
409,new norfolk,-42.7826,147.0587,292.55,37,86,0.94,AU,1702248920
410,kayangel,8.0823,134.7173,301.99,77,75,6.81,PW,1702249155
411,labytnangi,66.6572,66.4183,244.2,100,100,3.16,RU,1702249156
412,holmsund,63.706,20.3641,265.12,93,100,1.03,SE,1702249156
